size,stars,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,has_discussions,author_type,author_followers,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
69583,37956,4180,607,TRUE,FALSE,TRUE,TRUE,TRUE,User,1206,13,TRUE,FALSE,FALSE,FALSE,FALSE,4,429202,467983,467981,1,1,0,0,0,0
4422,37943,1702,213,FALSE,FALSE,TRUE,FALSE,TRUE,User,7847,10,FALSE,FALSE,FALSE,TRUE,FALSE,12,404905,467983,467914,0,0,0,0,0,1
585299,37911,7990,88,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,241,7,FALSE,FALSE,FALSE,FALSE,TRUE,8,377207,467983,467983,1,0,0,0,0,1
26036,37866,5103,215,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,332,0,FALSE,FALSE,TRUE,FALSE,FALSE,18,400002,467982,467639,1,0,0,0,1,0
22939,37707,6890,978,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,9700,0,FALSE,TRUE,FALSE,FALSE,FALSE,14,424667,467983,467975,1,1,0,0,0,0
31579,37673,2283,6,TRUE,FALSE,TRUE,FALSE,TRUE,User,1515,13,TRUE,FALSE,FALSE,FALSE,FALSE,13,412664,467983,454076,0,0,0,0,0,1
57106,37579,5629,480,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,366,4,TRUE,FALSE,FALSE,FALSE,FALSE,8,356990,467982,467965,1,0,0,0,0,1
517,37428,909,42,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,23264,5,TRUE,FALSE,FALSE,FALSE,FALSE,6,450051,467982,467921,1,0,0,1,0,0
5390,37421,5397,18,TRUE,FALSE,TRUE,TRUE,TRUE,User,8634,15,TRUE,FALSE,FALSE,FALSE,FALSE,9,421074,467982,467952,1,1,0,0,0,0
3777,37370,6785,10,TRUE,FALSE,TRUE,TRUE,FALSE,User,991,3,FALSE,FALSE,TRUE,FALSE,FALSE,7,371947,467983,465237,0,0,1,0,0,0
299591,37337,8631,1832,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,4658,5,FALSE,FALSE,FALSE,FALSE,TRUE,39,387429,467983,467983,1,0,0,0,0,1
4678,37207,6817,74,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,17,0,TRUE,FALSE,FALSE,FALSE,FALSE,23,368085,467981,467081,1,1,0,0,0,0
1321,37194,2740,2,TRUE,FALSE,TRUE,TRUE,FALSE,User,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,9,423090,467983,466305,0,0,1,0,0,0
83673,37180,6784,1116,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,328,19,FALSE,TRUE,FALSE,FALSE,FALSE,4,409342,467981,467981,1,1,0,0,0,0
81326,37075,5525,437,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,147,11,FALSE,FALSE,FALSE,FALSE,TRUE,14,393760,467981,467881,1,1,0,0,0,0
39727,37007,11674,29,TRUE,FALSE,TRUE,TRUE,TRUE,User,704,5,FALSE,FALSE,FALSE,FALSE,TRUE,2,464112,467983,467939,1,1,0,0,0,0
8446,36995,4083,25,FALSE,FALSE,FALSE,FALSE,TRUE,Organization,52912,0,FALSE,FALSE,TRUE,FALSE,FALSE,7,462042,467983,467965,0,1,0,0,0,0
4503,36824,1486,161,FALSE,FALSE,TRUE,TRUE,FALSE,User,1293,6,FALSE,FALSE,FALSE,FALSE,TRUE,10,423949,467982,467928,0,1,0,0,0,0
84055,36792,2927,558,TRUE,TRUE,TRUE,TRUE,FALSE,User,1652,0,FALSE,TRUE,FALSE,FALSE,FALSE,4,427952,467981,467868,1,0,0,0,0,1
7549,36781,4497,84,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,148,4,TRUE,FALSE,FALSE,FALSE,FALSE,10,374557,467981,467942,1,1,0,0,0,0
158781,36688,9424,109,TRUE,FALSE,TRUE,TRUE,TRUE,User,2834,20,FALSE,FALSE,TRUE,FALSE,FALSE,9,466695,467983,467981,1,0,0,0,0,1
280974,36675,4632,2138,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,741,12,FALSE,FALSE,FALSE,FALSE,TRUE,23,410545,467983,467983,1,1,0,0,0,0
260,36654,3439,709,TRUE,FALSE,TRUE,TRUE,FALSE,User,8763,0,FALSE,FALSE,FALSE,FALSE,TRUE,21,384387,467977,467979,0,0,1,0,0,0
54272,36578,1322,128,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,548,19,FALSE,FALSE,FALSE,TRUE,FALSE,13,423465,467983,467983,1,1,0,0,0,0
1983,36488,7113,7,TRUE,FALSE,TRUE,TRUE,FALSE,User,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,14,390248,467983,467229,0,0,0,0,1,0
21720,36480,8940,2125,TRUE,FALSE,TRUE,TRUE,FALSE,User,2511,5,FALSE,FALSE,FALSE,FALSE,TRUE,26,388452,467980,467912,0,0,0,0,1,0
30959,36462,1370,152,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,28,14,FALSE,FALSE,FALSE,FALSE,TRUE,13,409777,467974,466119,1,0,0,0,1,0
3345,36401,3078,25,FALSE,FALSE,FALSE,FALSE,FALSE,User,3911,7,TRUE,FALSE,FALSE,FALSE,FALSE,9,413764,467982,467982,0,1,0,0,0,0
72074,36294,1914,34,FALSE,FALSE,TRUE,FALSE,FALSE,User,901,1,FALSE,FALSE,FALSE,FALSE,TRUE,3,430842,467982,467969,0,1,0,0,0,0
354272,36242,10907,3,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,448,15,FALSE,FALSE,FALSE,FALSE,TRUE,3,361884,467983,467983,1,0,0,0,1,0
924194,36059,2285,447,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,208,19,FALSE,TRUE,FALSE,FALSE,FALSE,7,419249,467982,467983,1,0,0,0,0,1
72048,36041,8836,49,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,2088,5,FALSE,FALSE,FALSE,FALSE,TRUE,9,404788,467982,467983,1,0,0,0,0,1
373493,35972,3981,336,FALSE,FALSE,TRUE,TRUE,FALSE,User,1823,15,FALSE,TRUE,FALSE,FALSE,FALSE,20,412388,467983,467968,1,0,0,0,1,0
31521,35929,3929,385,FALSE,TRUE,TRUE,FALSE,TRUE,User,2604,15,FALSE,FALSE,FALSE,TRUE,FALSE,8,464000,467983,467968,1,0,0,0,0,1
124951,35888,8540,245,TRUE,FALSE,TRUE,TRUE,TRUE,User,12549,20,TRUE,FALSE,FALSE,FALSE,FALSE,38,438085,467980,467960,0,0,1,0,0,0
118617,35883,5338,104,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,52915,6,FALSE,FALSE,FALSE,FALSE,TRUE,8,457489,467983,467927,1,1,0,0,0,0
139009,35875,2704,14,TRUE,TRUE,TRUE,TRUE,FALSE,User,3721,7,TRUE,FALSE,FALSE,FALSE,FALSE,13,396639,467982,467975,0,0,0,0,0,1
998,35847,3074,2,TRUE,FALSE,TRUE,TRUE,FALSE,User,878,5,FALSE,FALSE,FALSE,FALSE,TRUE,7,407437,467979,467523,0,0,0,0,0,1
477614,35794,26959,262,FALSE,FALSE,FALSE,TRUE,FALSE,Organization,7191,8,FALSE,FALSE,FALSE,FALSE,TRUE,11,387031,467977,467983,1,0,0,1,0,0
15438,35713,3031,1337,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,91,4,TRUE,FALSE,FALSE,FALSE,FALSE,11,373245,467982,467977,1,0,0,0,0,1
126669,35603,7375,443,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,227,10,TRUE,FALSE,FALSE,FALSE,FALSE,7,353848,467982,467967,1,0,0,0,1,0
746525,35597,8573,3078,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,841,11,FALSE,TRUE,FALSE,FALSE,FALSE,8,397781,467981,467982,1,0,0,0,1,0
171448,35481,11121,3,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,1608,20,FALSE,FALSE,TRUE,FALSE,FALSE,1,413335,467982,467524,1,0,0,0,1,0
511293,35470,7543,664,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,1172,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,363383,467982,467963,1,0,0,0,1,0
5871,35432,2191,82,TRUE,TRUE,TRUE,TRUE,TRUE,User,627,18,FALSE,FALSE,FALSE,FALSE,TRUE,10,419353,467983,467231,0,0,0,0,0,1
659,35337,12201,158,TRUE,FALSE,TRUE,TRUE,FALSE,User,20662,0,FALSE,FALSE,FALSE,FALSE,TRUE,11,407748,467980,467983,0,0,0,1,0,0
4558,35332,1704,116,TRUE,FALSE,TRUE,TRUE,FALSE,User,2985,10,FALSE,FALSE,TRUE,FALSE,FALSE,6,415051,467980,466789,1,1,0,0,0,0
16916,35329,1011,313,FALSE,FALSE,TRUE,FALSE,FALSE,User,10390,11,FALSE,FALSE,FALSE,FALSE,TRUE,7,407198,467983,467949,1,1,0,0,0,0
3638,35256,7224,91,TRUE,FALSE,TRUE,TRUE,FALSE,User,2975,1,FALSE,FALSE,TRUE,FALSE,FALSE,15,410121,467983,463764,0,0,1,0,0,0
78531,35191,9717,191,FALSE,FALSE,TRUE,TRUE,TRUE,User,3541,8,TRUE,FALSE,FALSE,FALSE,FALSE,9,369930,467980,467818,1,1,0,0,0,0
2410,35182,22017,53,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,42,4,FALSE,FALSE,FALSE,FALSE,TRUE,6,383084,467974,467731,1,0,0,1,0,0
57379,35102,9314,28,FALSE,TRUE,TRUE,FALSE,FALSE,User,7449,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,409258,467983,467982,0,0,0,0,0,1
37794,35098,1414,482,TRUE,FALSE,TRUE,TRUE,TRUE,User,3147,3,FALSE,FALSE,FALSE,FALSE,TRUE,6,424078,467983,467980,0,1,0,0,0,0
180746,34944,6026,95,FALSE,TRUE,TRUE,TRUE,TRUE,User,2209,19,FALSE,FALSE,FALSE,FALSE,TRUE,4,381366,467983,467965,1,1,0,0,0,0
27830,34916,1747,13,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,267,9,FALSE,TRUE,FALSE,FALSE,FALSE,13,431062,467983,467948,1,1,0,0,0,0
45772,34895,2127,520,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,357,18,FALSE,FALSE,FALSE,TRUE,FALSE,21,451066,467983,467978,1,0,0,0,0,1
29086,34872,4462,253,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,614,19,FALSE,FALSE,FALSE,FALSE,TRUE,5,393406,467980,467983,1,0,0,1,0,0
22735,34852,5073,10,TRUE,FALSE,TRUE,FALSE,FALSE,User,3142,19,FALSE,FALSE,FALSE,FALSE,TRUE,7,395086,467983,467967,0,0,0,0,0,1
1104,34846,9288,30,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,1851,10,FALSE,FALSE,TRUE,FALSE,FALSE,1,433372,467983,467861,0,0,1,0,0,0
6401,34685,2201,11,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,425,2,FALSE,FALSE,FALSE,TRUE,FALSE,8,390440,467983,467958,0,0,0,0,0,1
52023,34670,13542,43,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,676,20,FALSE,FALSE,FALSE,FALSE,TRUE,4,428673,467983,467912,1,0,0,1,0,0
2674,34667,13294,317,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,23264,3,FALSE,FALSE,FALSE,FALSE,TRUE,6,397817,467983,467361,1,0,0,1,0,0
35286,34622,2246,43,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,2405,12,FALSE,TRUE,FALSE,FALSE,FALSE,23,435593,467983,467982,1,1,0,0,0,0
19378,34597,4292,312,TRUE,FALSE,TRUE,FALSE,FALSE,User,777,4,FALSE,FALSE,FALSE,FALSE,TRUE,4,378784,467983,467939,0,0,0,1,0,0
34409,34584,2318,312,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,73,5,FALSE,TRUE,FALSE,FALSE,FALSE,19,402560,467981,467894,1,1,0,0,0,0
16442,34572,7441,183,TRUE,FALSE,TRUE,TRUE,FALSE,User,3391,12,TRUE,FALSE,FALSE,FALSE,FALSE,12,383241,467981,467363,1,0,0,0,0,1
144238,34555,7507,0,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,6961,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,345398,467983,466662,0,0,1,0,0,0
38743,34498,2812,181,FALSE,FALSE,TRUE,TRUE,FALSE,User,790,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,370066,467974,465023,0,0,0,0,1,0
371532,34441,6976,101,FALSE,FALSE,TRUE,FALSE,TRUE,User,3285,11,TRUE,FALSE,FALSE,FALSE,FALSE,25,379378,467978,467759,1,1,0,0,0,0
1318732,34428,6743,331,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,1460,3,TRUE,FALSE,FALSE,FALSE,FALSE,11,409210,467983,467892,1,0,0,1,0,0
15683,34423,1896,246,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,313,7,TRUE,FALSE,FALSE,FALSE,FALSE,14,400536,467983,467968,1,1,0,0,0,0
317,34308,9235,869,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,5320,5,FALSE,FALSE,TRUE,FALSE,FALSE,7,427916,467983,467892,1,0,0,1,0,0
31956,34279,1465,548,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,195,12,FALSE,FALSE,FALSE,TRUE,FALSE,11,431713,467980,467970,1,0,0,0,0,1
7457,34245,7903,279,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,1256,9,FALSE,TRUE,FALSE,FALSE,FALSE,7,417680,467983,467305,1,1,0,0,0,0
396972,34226,3799,1192,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,833,13,FALSE,FALSE,TRUE,FALSE,FALSE,6,356444,467983,467983,1,0,0,0,1,0
375857,34185,53601,73,TRUE,FALSE,TRUE,TRUE,FALSE,User,9218,0,FALSE,FALSE,FALSE,FALSE,TRUE,7,379792,467983,467983,1,1,0,0,0,0
121326,34153,3280,325,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,37957,5,TRUE,FALSE,FALSE,FALSE,FALSE,5,407030,467983,467981,1,1,0,0,0,0
137826,34140,3605,78,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,311,20,FALSE,FALSE,FALSE,FALSE,TRUE,12,421520,467982,467963,1,1,0,0,0,0
13555,34111,8108,16,FALSE,FALSE,TRUE,FALSE,FALSE,User,4500,6,TRUE,FALSE,FALSE,FALSE,FALSE,6,384544,467976,465981,1,1,0,0,0,0
459005,34082,5476,3987,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,807,13,FALSE,FALSE,FALSE,FALSE,TRUE,21,400418,467982,467983,1,0,0,1,0,0
3423,34015,3295,58,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,195,1,TRUE,FALSE,FALSE,FALSE,FALSE,8,381760,467982,467870,1,1,0,0,0,0
7680,33943,3687,150,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,141,0,FALSE,FALSE,FALSE,FALSE,TRUE,8,407895,467983,464120,0,0,0,0,0,1
136347,33910,5356,24,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,2539,5,FALSE,FALSE,FALSE,FALSE,TRUE,13,409940,467981,467946,1,0,0,1,0,0
25363,33887,4144,219,TRUE,FALSE,TRUE,TRUE,FALSE,User,622,5,FALSE,FALSE,TRUE,FALSE,FALSE,4,466472,467983,467982,1,0,0,0,0,1
2413,33850,3562,24417,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,289,4,FALSE,TRUE,FALSE,FALSE,FALSE,8,443196,467983,467962,1,1,0,0,0,0
396,33798,7608,1,TRUE,FALSE,TRUE,TRUE,FALSE,User,3610,9,FALSE,FALSE,FALSE,FALSE,TRUE,2,437091,467982,461517,0,0,1,0,0,0
18260,33784,60102,93,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,1042,11,FALSE,FALSE,FALSE,FALSE,TRUE,9,409548,467983,467983,1,1,0,0,0,0
8908,33770,9089,64,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,38,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,411418,467983,437595,1,0,1,0,0,0
68983,33711,2046,912,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,933,6,FALSE,FALSE,FALSE,FALSE,TRUE,24,430441,467982,467980,0,1,0,0,0,0
53584,33690,11632,34,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,3094,2,FALSE,FALSE,FALSE,FALSE,TRUE,5,376572,467980,467399,0,0,0,0,1,0
6296,33610,2106,234,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,52,6,FALSE,TRUE,FALSE,FALSE,FALSE,7,398907,467978,466647,0,1,0,0,0,0
95399,33608,6064,442,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,73,5,FALSE,FALSE,FALSE,FALSE,TRUE,12,381476,467981,467969,1,0,0,0,1,0
6902,33599,3700,0,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,587,10,FALSE,FALSE,FALSE,FALSE,TRUE,24,438574,467983,467868,1,0,1,0,0,0
17470,33568,2891,931,TRUE,TRUE,TRUE,TRUE,FALSE,User,861,13,TRUE,FALSE,FALSE,FALSE,FALSE,5,451463,467983,467980,1,1,0,0,0,0
232,33568,3077,59,FALSE,FALSE,TRUE,FALSE,FALSE,User,3820,12,FALSE,FALSE,FALSE,FALSE,TRUE,10,424679,467977,465279,0,1,0,0,0,0
8883,33545,5552,83,TRUE,TRUE,TRUE,TRUE,FALSE,User,1947,20,TRUE,FALSE,FALSE,FALSE,FALSE,21,419497,467981,467341,1,1,0,0,0,0
92974,33452,7961,2787,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,995,0,TRUE,FALSE,FALSE,FALSE,FALSE,14,367580,467976,459726,1,1,0,0,0,0
891,33378,19084,447,TRUE,FALSE,FALSE,TRUE,FALSE,Organization,3094,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,370811,467983,463757,0,0,1,0,0,0
76170,33357,18996,1180,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,129,3,FALSE,FALSE,FALSE,FALSE,TRUE,8,383056,467979,466511,1,0,0,0,1,0
6129,33342,10357,103,TRUE,FALSE,FALSE,FALSE,FALSE,Organization,28,0,FALSE,FALSE,FALSE,FALSE,TRUE,10,363019,467970,464994,1,1,0,0,0,0
266339,33287,2409,1572,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,105,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,411702,467981,467970,1,0,0,0,0,1
29435,33235,5450,12,TRUE,FALSE,TRUE,TRUE,FALSE,User,3338,9,FALSE,FALSE,FALSE,FALSE,TRUE,12,428162,467982,467475,1,1,0,0,0,0
3027,33163,4092,7,TRUE,TRUE,TRUE,TRUE,TRUE,User,10086,2,TRUE,FALSE,FALSE,FALSE,FALSE,11,400725,467981,467963,1,1,0,0,0,0
44410,33061,2837,441,FALSE,TRUE,TRUE,TRUE,FALSE,Organization,2972,9,FALSE,FALSE,TRUE,FALSE,FALSE,20,464140,467982,467976,1,0,0,1,0,0
10993,33004,3592,249,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,10268,0,FALSE,FALSE,FALSE,FALSE,TRUE,29,466552,467983,467983,0,0,0,1,0,0
249164,33003,7115,619,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,413,16,FALSE,FALSE,FALSE,FALSE,TRUE,6,410974,467982,467982,1,0,0,1,0,0
1434252,32944,4478,991,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,147,15,FALSE,TRUE,FALSE,FALSE,FALSE,8,423103,467983,467980,1,0,0,0,1,0
106471,32885,8024,129,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,130,20,TRUE,FALSE,FALSE,FALSE,FALSE,9,376266,467982,467408,1,0,0,1,0,0
5250,32879,3982,76,TRUE,TRUE,TRUE,TRUE,FALSE,User,1364,4,TRUE,FALSE,FALSE,FALSE,FALSE,9,396498,467983,467650,1,0,1,0,0,0
38783,32860,3145,208,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,37960,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,466040,467983,467982,0,1,0,0,0,0
125292,32788,2909,146,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,478,11,FALSE,TRUE,FALSE,FALSE,FALSE,11,435012,467983,467979,1,1,0,0,0,0
1088,32758,4376,27,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,102,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,381363,467974,466690,1,1,0,0,0,0
12602,32755,8524,39,FALSE,FALSE,FALSE,FALSE,FALSE,User,13975,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,378928,467983,467448,0,0,1,0,0,0
1653,32691,7295,279,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,23266,0,FALSE,FALSE,FALSE,FALSE,TRUE,21,391435,467982,467887,0,0,0,0,0,1
1091,32682,2559,73,TRUE,FALSE,TRUE,TRUE,FALSE,User,1085,9,FALSE,FALSE,TRUE,FALSE,FALSE,5,417762,467983,467405,0,0,0,0,0,1
20100,32624,1858,56,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,59,9,TRUE,FALSE,FALSE,FALSE,FALSE,10,415992,467981,467858,1,1,0,0,0,0
50653,32583,1863,121,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,20,0,FALSE,TRUE,FALSE,FALSE,FALSE,11,390076,467974,466623,1,1,0,0,0,0
124,32555,1707,190,TRUE,FALSE,TRUE,TRUE,FALSE,User,2604,0,FALSE,FALSE,FALSE,FALSE,TRUE,7,431590,467981,465097,0,0,1,0,0,0
11887,32489,5938,26,TRUE,TRUE,TRUE,TRUE,FALSE,User,917,4,FALSE,FALSE,TRUE,FALSE,FALSE,3,421347,467982,467054,1,0,1,0,0,0
411343,32468,4387,2976,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,220,18,FALSE,FALSE,FALSE,FALSE,TRUE,16,395250,467980,467983,1,0,0,0,1,0
4485,32434,3581,225,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,197,5,FALSE,FALSE,FALSE,FALSE,TRUE,11,384078,467979,467981,1,1,0,0,0,0
44432,32423,6993,258,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,8765,9,FALSE,FALSE,FALSE,FALSE,TRUE,6,426543,467982,467911,1,0,0,1,0,0
7143,32420,2090,394,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,730,9,FALSE,FALSE,TRUE,FALSE,FALSE,5,422514,467983,467980,1,1,0,0,0,0
13934,32367,2681,813,FALSE,FALSE,TRUE,TRUE,TRUE,User,8004,9,FALSE,TRUE,FALSE,FALSE,FALSE,8,415961,467982,467701,1,0,0,1,0,0
80071,32361,5013,0,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,260,10,FALSE,FALSE,FALSE,FALSE,TRUE,1,401834,467983,466760,1,0,1,0,0,0
27578,32349,5083,434,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,491,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,436141,467982,467919,1,1,0,0,0,0
4168390,32330,8875,9,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,332,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,407534,467982,467960,1,0,1,0,0,0
365050,32320,6219,7,TRUE,FALSE,TRUE,TRUE,FALSE,User,868,5,FALSE,FALSE,FALSE,FALSE,TRUE,9,441867,467978,467908,1,0,1,0,0,0
56968,32170,5179,403,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,23266,5,FALSE,FALSE,FALSE,FALSE,TRUE,5,394797,467975,467354,1,0,0,1,0,0
5286,32153,1647,900,TRUE,FALSE,TRUE,TRUE,FALSE,User,681,6,FALSE,FALSE,FALSE,FALSE,TRUE,8,375866,467983,467474,1,0,0,0,0,1
47327,32153,10603,269,FALSE,TRUE,TRUE,FALSE,TRUE,User,4593,20,FALSE,FALSE,FALSE,FALSE,TRUE,8,408304,467981,467975,1,0,0,1,0,0
287169,32080,2875,1785,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,381,14,FALSE,FALSE,FALSE,FALSE,TRUE,7,401502,467983,467983,1,0,0,1,0,0
60810,32047,7793,7862,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,77,5,FALSE,FALSE,TRUE,FALSE,FALSE,6,394808,467983,467413,0,0,1,0,0,0
4791,31918,2792,28,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,149,2,FALSE,FALSE,FALSE,FALSE,TRUE,4,373996,467983,467756,0,1,0,0,0,0
1949,31906,2683,200,TRUE,FALSE,TRUE,TRUE,FALSE,User,13762,16,FALSE,FALSE,FALSE,FALSE,TRUE,7,382842,467981,467842,1,0,0,1,0,0
413383,31754,9084,2623,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,7814,3,FALSE,FALSE,FALSE,FALSE,TRUE,18,387365,467981,467968,1,1,0,0,0,0
7113,31720,8435,52,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,52927,0,FALSE,FALSE,TRUE,FALSE,FALSE,9,406044,467983,467891,1,0,0,0,1,0
6121,31609,4315,1043,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,112,12,FALSE,FALSE,FALSE,FALSE,TRUE,9,403091,467981,467967,1,0,0,0,0,1
19788,31549,1657,573,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,46,8,FALSE,TRUE,FALSE,FALSE,FALSE,7,392384,467979,467718,1,1,0,0,0,0
30690,31488,2131,164,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,13349,10,FALSE,FALSE,FALSE,FALSE,TRUE,3,384064,467983,467963,1,0,0,0,0,1
50650,31472,7999,293,TRUE,TRUE,TRUE,FALSE,FALSE,Organization,3094,6,FALSE,FALSE,FALSE,FALSE,TRUE,4,407097,467977,466680,0,0,0,0,0,1
96044,31465,1138,2903,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,1696,20,FALSE,TRUE,FALSE,FALSE,FALSE,16,433619,467983,467981,1,0,0,1,0,0
8283,31391,7991,2812,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,1144,6,FALSE,FALSE,FALSE,FALSE,TRUE,11,380618,467982,467325,0,0,0,0,0,1
4488,31340,2221,2410,TRUE,FALSE,TRUE,TRUE,FALSE,User,75122,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,427618,467983,467903,0,0,1,0,0,0
244573,31322,2685,723,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1737,18,FALSE,TRUE,FALSE,FALSE,FALSE,8,431870,467983,467983,1,0,0,0,0,1
34222,31279,5684,352,TRUE,FALSE,TRUE,TRUE,FALSE,User,3464,10,FALSE,FALSE,FALSE,FALSE,TRUE,1,442080,467983,467982,0,0,1,0,0,0
26010,31265,5795,1940,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,145,20,FALSE,TRUE,FALSE,FALSE,FALSE,27,404646,467983,467908,1,1,0,0,0,0
8803,31244,1927,129,TRUE,FALSE,TRUE,TRUE,FALSE,User,6959,1,FALSE,FALSE,FALSE,FALSE,TRUE,5,383004,467975,466764,0,1,0,0,0,0
2139,31225,12004,27,TRUE,FALSE,TRUE,TRUE,FALSE,User,16902,2,FALSE,FALSE,FALSE,FALSE,TRUE,12,385814,467983,467058,1,0,0,1,0,0
88152,31218,15326,563,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,156,0,FALSE,FALSE,FALSE,FALSE,TRUE,9,358136,467983,467983,1,0,0,1,0,0
241702,31062,9324,7,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,81,8,FALSE,FALSE,FALSE,FALSE,TRUE,9,366228,467983,467929,0,0,0,1,0,0
